"product_id","product_name","product_brand","total_revenue","brand_avg","revenue_status"
911,"BBB Best Chunky Peanut Butter","BBB Best","1059.86","1075.84","below average"
929,"BBB Best Oregano","BBB Best","304.22","1075.84","below average"
927,"BBB Best Salt","BBB Best","328.23","1075.84","below average"
928,"BBB Best Apple Butter","BBB Best","1059.30","1075.84","below average"
910,"BBB Best Sesame Oil","BBB Best","1070.88","1075.84","below average"
913,"BBB Best Brown Sugar","BBB Best","1014.60","1075.84","below average"
918,"BBB Best Vegetable Oil","BBB Best","1698.84","1075.84","above average"
922,"BBB Best Grape Preserves","BBB Best","1388.24","1075.84","above average"
925,"BBB Best Pepper","BBB Best","458.28","1075.84","below average"
914,"BBB Best White Sugar","BBB Best","1485.84","1075.84","above average"
937,"BBB Best Apple Preserves","BBB Best","2184.05","1075.84","above average"
917,"BBB Best Regular Coffee","BBB Best","626.08","1075.84","below average"
931,"BBB Best Grape Jam","BBB Best","1069.70","1075.84","below average"
919,"BBB Best Corn Oil","BBB Best","857.78","1075.84","below average"
933,"BBB Best Strawberry Jam","BBB Best","1791.40","1075.84","above average"
921,"BBB Best Canola Oil","BBB Best","774.90","1075.84","below average"
932,"BBB Best Apple Jam","BBB Best","861.78","1075.84","below average"
935,"BBB Best Strawberry Preserves","BBB Best","1509.20","1075.84","above average"
930,"BBB Best Apple Jelly","BBB Best","831.76","1075.84","below average"
924,"BBB Best Strawberry Jelly","BBB Best","1690.20","1075.84","above average"
934,"BBB Best Creamy Peanut Butter","BBB Best","647.90","1075.84","below average"
324,"Best Corn Puffs","Best","882.56","1294.92","below average"
323,"Best Oatmeal","Best","2044.00","1294.92","above average"
325,"Best Wheat Puffs","Best","877.31","1294.92","below average"
326,"Best Grits","Best","1375.79","1294.92","above average"
231,"Best Choice Low Fat Popcorn","Best Choice","1693.35","1187.17","above average"
226,"Best Choice Lemon Cookies","Best Choice","357.96","1187.17","below average"
240,"Best Choice Low Fat Chips","Best Choice","389.58","1187.17","below average"
237,"Best Choice Mini Donuts","Best Choice","1313.20","1187.17","above average"
217,"Best Choice Low Fat Cookies","Best Choice","338.64","1187.17","below average"
252,"Best Choice Frosted Donuts","Best Choice","1501.34","1187.17","above average"
229,"Best Choice Buttered Popcorn","Best Choice","1068.17","1187.17","below average"
242,"Best Choice Frosted Cookies","Best Choice","1201.76","1187.17","above average"
238,"Best Choice Beef Jerky","Best Choice","1020.46","1187.17","below average"
218,"Best Choice BBQ Potato Chips","Best Choice","1489.52","1187.17","above average"
247,"Best Choice Grape Fruit Roll","Best Choice","884.66","1187.17","below average"
230,"Best Choice No Salt Popcorn","Best Choice","653.31","1187.17","below average"
225,"Best Choice Potato Chips","Best Choice","1987.79","1187.17","above average"
241,"Best Choice Sesame Crackers","Best Choice","1446.27","1187.17","above average"
219,"Best Choice Corn Chips","Best Choice","1174.32","1187.17","below average"
251,"Best Choice Dried Apricots","Best Choice","1137.04","1187.17","below average"
245,"Best Choice Strawberry Fruit Roll","Best Choice","746.49","1187.17","below average"
221,"Best Choice Sugar Cookies","Best Choice","1830.00","1187.17","above average"
249,"Best Choice Raisins","Best Choice","818.85","1187.17","below average"
227,"Best Choice Graham Crackers","Best Choice","1122.66","1187.17","below average"
236,"Best Choice Fondue Mix","Best Choice","910.43","1187.17","below average"
234,"Best Choice Salted Pretzels","Best Choice","1390.50","1187.17","above average"
235,"Best Choice Cheese Dip","Best Choice","1771.45","1187.17","above average"
220,"Best Choice Low Fat BBQ Chips","Best Choice","1106.70","1187.17","below average"
243,"Best Choice Dried Apples","Best Choice","1103.53","1187.17","below average"
232,"Best Choice Salsa Dip","Best Choice","1493.84","1187.17","above average"
244,"Best Choice Apple Fruit Roll","Best Choice","1428.30","1187.17","above average"
223,"Best Choice Fudge Cookies","Best Choice","1894.86","1187.17","above average"
222,"Best Choice Chocolate Chip Cookies","Best Choice","1931.55","1187.17","above average"
250,"Best Choice Golden Raisins","Best Choice","1642.06","1187.17","above average"
246,"Best Choice Raspberry Fruit Roll","Best Choice","1511.91","1187.17","above average"
224,"Best Choice Fudge Brownies","Best Choice","880.57","1187.17","below average"
239,"Best Choice Chocolate Donuts","Best Choice","1182.35","1187.17","below average"
233,"Best Choice Avocado Dip","Best Choice","1367.76","1187.17","above average"
248,"Best Choice Dried Dates","Best Choice","505.68","1187.17","below average"
228,"Best Choice Cheese Crackers","Best Choice","441.16","1187.17","below average"
332,"Better Vegetable Soup","Better","1259.70","980.79","above average"
341,"Better Canned Tuna in Water","Better","1617.68","980.79","above average"
344,"Better Fancy Canned Anchovies","Better","1393.08","980.79","above average"
328,"Better Creamed Corn","Better","682.92","980.79","below average"
330,"Better Chicken Soup","Better","2292.48","980.79","above average"
333,"Better Canned Tomatos","Better","825.00","980.79","below average"
327,"Better Canned Beets","Better","298.20","980.79","below average"
342,"Better Canned Tuna in Oil","Better","910.50","980.79","below average"
334,"Better Noodle Soup","Better","490.62","980.79","below average"
345,"Better Fancy Canned Clams","Better","1318.75","980.79","above average"
337,"Better Turkey Noodle Soup","Better","434.25","980.79","below average"
339,"Better Canned Peas","Better","813.40","980.79","below average"
347,"Better Fancy Canned Sardines","Better","638.40","980.79","below average"
348,"Better Rice Soup","Better","681.42","980.79","below average"
329,"Better Canned String Beans","Better","1002.24","980.79","above average"
343,"Better Large Canned Shrimp","Better","1145.40","980.79","above average"
340,"Better Chicken Ramen Soup","Better","380.52","980.79","below average"
331,"Better Canned Yams","Better","1480.09","980.79","above average"
338,"Better Beef Soup","Better","295.83","980.79","below average"
346,"Better Fancy Canned Oysters","Better","1062.12","980.79","above average"
336,"Better Chicken Noodle Soup","Better","722.20","980.79","below average"
335,"Better Regular Ramen Soup","Better","1832.60","980.79","above average"
977,"Big City Canned Peaches","Big City","404.32","550.24","below average"
976,"Big City Canned Mixed Fruit","Big City","696.15","550.24","above average"
412,"Big Time Home Style French Fries","Big Time","696.90","1269.17","below average"
404,"Big Time Frozen Mushroom Pizza","Big Time","765.00","1269.17","below average"
413,"Big Time Lime Popsicles","Big Time","1415.25","1269.17","above average"
400,"Big Time Fajita French Fries","Big Time","856.57","1269.17","below average"
415,"Big Time Ice Cream Sandwich","Big Time","1693.62","1269.17","above average"
423,"Big Time Lemon Popsicles","Big Time","826.14","1269.17","below average"
405,"Big Time Apple Cinnamon Waffles","Big Time","2051.64","1269.17","above average"
411,"Big Time Grape Popsicles","Big Time","296.82","1269.17","below average"
419,"Big Time Frozen Peas","Big Time","2102.73","1269.17","above average"
409,"Big Time Beef TV Dinner","Big Time","2256.07","1269.17","above average"
414,"Big Time Ice Cream","Big Time","1664.77","1269.17","above average"
395,"Big Time Frozen Chicken Breast","Big Time","1229.88","1269.17","below average"
397,"Big Time Low Fat French Fries","Big Time","675.00","1269.17","below average"
410,"Big Time Pancake Mix","Big Time","783.72","1269.17","below average"
408,"Big Time Chicken TV Dinner","Big Time","1403.60","1269.17","above average"
421,"Big Time Frozen Chicken Thighs","Big Time","1814.25","1269.17","above average"
402,"Big Time Frozen Pepperoni Pizza","Big Time","654.27","1269.17","below average"
398,"Big Time Frozen Sausage Pizza","Big Time","461.60","1269.17","below average"
393,"Big Time Low Fat Waffles","Big Time","628.32","1269.17","below average"
407,"Big Time Turkey TV Dinner","Big Time","1865.01","1269.17","above average"
418,"Big Time Frozen Corn","Big Time","1861.24","1269.17","above average"
422,"Big Time Frozen Chicken Wings","Big Time","2014.83","1269.17","above average"
416,"Big Time Frozen Cauliflower","Big Time","1972.08","1269.17","above average"
420,"Big Time Popsicles","Big Time","1307.52","1269.17","above average"
401,"Big Time Waffles","Big Time","352.10","1269.17","below average"
399,"Big Time Blueberry Waffles","Big Time","518.52","1269.17","below average"
406,"Big Time Frozen Carrots","Big Time","923.32","1269.17","below average"
394,"Big Time Orange Popsicles","Big Time","1918.69","1269.17","above average"
396,"Big Time Frozen Pancakes","Big Time","1697.76","1269.17","above average"
417,"Big Time Frozen Broccoli","Big Time","1694.56","1269.17","above average"
403,"Big Time Frozen Cheese Pizza","Big Time","942.40","1269.17","below average"
1058,"Bird Call Angled Toothbrush","Bird Call","1435.20","1007.43","above average"
1054,"Bird Call Toothpaste","Bird Call","751.84","1007.43","below average"
1062,"Bird Call 200 MG Ibuprofen","Bird Call","1325.66","1007.43","above average"
1064,"Bird Call HCL Nasal Spray","Bird Call","295.92","1007.43","below average"
1063,"Bird Call 200 MG Acetominifen","Bird Call","1949.34","1007.43","above average"
1057,"Bird Call Extra Moisture Shampoo","Bird Call","723.58","1007.43","below average"
1053,"Bird Call Whitening Toothpast","Bird Call","978.65","1007.43","below average"
1067,"Bird Call Childrens Cold Remedy","Bird Call","922.20","1007.43","below average"
1052,"Bird Call Tartar Control Toothpaste","Bird Call","716.80","1007.43","below average"
1059,"Bird Call Apricot Shampoo","Bird Call","1197.00","1007.43","above average"
1060,"Bird Call Childrens Aspirin","Bird Call","1475.18","1007.43","above average"
1068,"Bird Call Laundry Detergent","Bird Call","1107.75","1007.43","above average"
1065,"Bird Call Dishwasher Detergent","Bird Call","951.28","1007.43","below average"
1056,"Bird Call Conditioning Shampoo","Bird Call","1605.64","1007.43","above average"
1051,"Bird Call Silky Smooth Hair Conditioner","Bird Call","227.24","1007.43","below average"
1069,"Bird Call Mint Mouthwash","Bird Call","302.10","1007.43","below average"
1061,"Bird Call Buffered Aspirin","Bird Call","806.76","1007.43","below average"
1055,"Bird Call Deodorant","Bird Call","848.88","1007.43","below average"
1066,"Bird Call Multi-Symptom Cold Remedy","Bird Call","1520.14","1007.43","above average"
352,"Black Tie Eyeglass Screwdriver","Black Tie","367.16","664.79","below average"
353,"Black Tie City Map","Black Tie","962.41","664.79","above average"
17,"Blue Label Creamed Corn","Blue Label","1489.02","1128.19","above average"
18,"Blue Label Canned String Beans","Blue Label","1166.79","1128.19","above average"
28,"Blue Label Canned Peas","Blue Label","2080.12","1128.19","above average"
26,"Blue Label Turkey Noodle Soup","Blue Label","468.16","1128.19","below average"
30,"Blue Label Canned Tuna in Water","Blue Label","823.44","1128.19","below average"
37,"Blue Label Rice Soup","Blue Label","774.33","1128.19","below average"
34,"Blue Label Fancy Canned Clams","Blue Label","802.75","1128.19","below average"
22,"Blue Label Canned Tomatos","Blue Label","1138.13","1128.19","above average"
16,"Blue Label Canned Beets","Blue Label","1727.33","1128.19","above average"
23,"Blue Label Noodle Soup","Blue Label","901.25","1128.19","below average"
27,"Blue Label Beef Soup","Blue Label","1526.40","1128.19","above average"
24,"Blue Label Regular Ramen Soup","Blue Label","993.02","1128.19","below average"
33,"Blue Label Fancy Canned Anchovies","Blue Label","656.88","1128.19","below average"
25,"Blue Label Chicken Noodle Soup","Blue Label","819.95","1128.19","below average"
35,"Blue Label Fancy Canned Oysters","Blue Label","1045.33","1128.19","below average"
29,"Blue Label Chicken Ramen Soup","Blue Label","986.12","1128.19","below average"
20,"Blue Label Canned Yams","Blue Label","1442.82","1128.19","above average"
31,"Blue Label Canned Tuna in Oil","Blue Label","722.30","1128.19","below average"
21,"Blue Label Vegetable Soup","Blue Label","1227.91","1128.19","above average"
36,"Blue Label Fancy Canned Sardines","Blue Label","885.60","1128.19","below average"
32,"Blue Label Large Canned Shrimp","Blue Label","1378.52","1128.19","above average"
19,"Blue Label Chicken Soup","Blue Label","1764.07","1128.19","above average"
81,"Blue Medal Egg Substitute","Blue Medal","1056.48","1209.30","below average"
77,"Blue Medal Small Brown Eggs","Blue Medal","1341.20","1209.30","above average"
80,"Blue Medal Large Eggs","Blue Medal","1822.26","1209.30","above average"
79,"Blue Medal Small Eggs","Blue Medal","694.32","1209.30","below average"
78,"Blue Medal Large Brown Eggs","Blue Medal","1132.23","1209.30","below average"
1292,"Booker Low Fat Cottage Cheese","Booker","1844.82","1072.86","above average"
1311,"Booker Blueberry Yogurt","Booker","1764.56","1072.86","above average"
1306,"Booker Buttermilk","Booker","1210.30","1072.86","above average"
1294,"Booker Sour Cream","Booker","820.44","1072.86","below average"
1309,"Booker Whole Milk","Booker","1698.86","1072.86","above average"
1295,"Booker Jack Cheese","Booker","1076.70","1072.86","above average"
1299,"Booker Havarti Cheese","Booker","1614.60","1072.86","above average"
1303,"Booker Mild Cheddar Cheese","Booker","324.36","1072.86","below average"
1308,"Booker 1% Milk","Booker","1625.40","1072.86","above average"
1301,"Booker Cheese Spread","Booker","501.96","1072.86","below average"
1310,"Booker Strawberry Yogurt","Booker","2133.28","1072.86","above average"
1298,"Booker Low Fat String Cheese","Booker","779.88","1072.86","below average"
1307,"Booker Chocolate Milk","Booker","601.92","1072.86","below average"
1296,"Booker Muenster Cheese","Booker","1320.26","1072.86","above average"
1300,"Booker Head Cheese","Booker","780.10","1072.86","below average"
1297,"Booker String Cheese","Booker","1047.46","1072.86","below average"
1302,"Booker Sharp Cheddar Cheese","Booker","947.20","1072.86","below average"
1304,"Booker Large Curd Cottage Cheese","Booker","329.64","1072.86","below average"
1305,"Booker 2% Milk","Booker","286.71","1072.86","below average"
1293,"Booker Low Fat Sour Cream","Booker","748.80","1072.86","below average"
640,"Bravo Canned String Beans","Bravo","1245.79","1257.23","below average"
654,"Bravo Large Canned Shrimp","Bravo","1102.36","1257.23","below average"
645,"Bravo Noodle Soup","Bravo","1962.12","1257.23","above average"
648,"Bravo Turkey Noodle Soup","Bravo","1403.52","1257.23","above average"
639,"Bravo Creamed Corn","Bravo","1754.80","1257.23","above average"
655,"Bravo Fancy Canned Anchovies","Bravo","1293.60","1257.23","above average"
659,"Bravo Rice Soup","Bravo","1524.75","1257.23","above average"
652,"Bravo Canned Tuna in Water","Bravo","831.66","1257.23","below average"
638,"Bravo Canned Beets","Bravo","1685.25","1257.23","above average"
646,"Bravo Regular Ramen Soup","Bravo","588.80","1257.23","below average"
644,"Bravo Canned Tomatos","Bravo","483.72","1257.23","below average"
656,"Bravo Fancy Canned Clams","Bravo","2055.90","1257.23","above average"
649,"Bravo Beef Soup","Bravo","1343.85","1257.23","above average"
657,"Bravo Fancy Canned Oysters","Bravo","1070.60","1257.23","below average"
643,"Bravo Vegetable Soup","Bravo","951.28","1257.23","below average"
650,"Bravo Canned Peas","Bravo","799.80","1257.23","below average"
642,"Bravo Canned Yams","Bravo","854.90","1257.23","below average"
647,"Bravo Chicken Noodle Soup","Bravo","1452.20","1257.23","above average"
651,"Bravo Chicken Ramen Soup","Bravo","388.00","1257.23","below average"
653,"Bravo Canned Tuna in Oil","Bravo","1459.50","1257.23","above average"
658,"Bravo Fancy Canned Sardines","Bravo","1444.52","1257.23","above average"
641,"Bravo Chicken Soup","Bravo","1962.14","1257.23","above average"
354,"Carlson Low Fat Cottage Cheese","Carlson","1172.25","1249.52","below average"
364,"Carlson Sharp Cheddar Cheese","Carlson","1269.40","1249.52","above average"
368,"Carlson Buttermilk","Carlson","694.26","1249.52","below average"
363,"Carlson Cheese Spread","Carlson","1031.94","1249.52","below average"
373,"Carlson Blueberry Yogurt","Carlson","1719.48","1249.52","above average"
372,"Carlson Strawberry Yogurt","Carlson","2189.00","1249.52","above average"
357,"Carlson Jack Cheese","Carlson","1099.80","1249.52","below average"
358,"Carlson Muenster Cheese","Carlson","1980.00","1249.52","above average"
371,"Carlson Whole Milk","Carlson","413.16","1249.52","below average"
356,"Carlson Sour Cream","Carlson","1411.28","1249.52","above average"
355,"Carlson Low Fat Sour Cream","Carlson","417.96","1249.52","below average"
365,"Carlson Mild Cheddar Cheese","Carlson","2027.52","1249.52","above average"
367,"Carlson 2% Milk","Carlson","1828.76","1249.52","above average"
360,"Carlson Low Fat String Cheese","Carlson","810.89","1249.52","below average"
366,"Carlson Large Curd Cottage Cheese","Carlson","1217.76","1249.52","below average"
359,"Carlson String Cheese","Carlson","710.16","1249.52","below average"
361,"Carlson Havarti Cheese","Carlson","662.18","1249.52","below average"
362,"Carlson Head Cheese","Carlson","2417.73","1249.52","above average"
370,"Carlson 1% Milk","Carlson","566.72","1249.52","below average"
369,"Carlson Chocolate Milk","Carlson","1350.10","1249.52","above average"
1340,"Carrington Frozen Pepperoni Pizza","Carrington","1454.62","1163.41","above average"
1355,"Carrington Frozen Broccoli","Carrington","323.19","1163.41","below average"
1350,"Carrington Home Style French Fries","Carrington","484.84","1163.41","below average"
1352,"Carrington Ice Cream","Carrington","1608.55","1163.41","above average"
1353,"Carrington Ice Cream Sandwich","Carrington","1339.52","1163.41","above average"
1342,"Carrington Frozen Mushroom Pizza","Carrington","2155.94","1163.41","above average"
1336,"Carrington Frozen Sausage Pizza","Carrington","1905.18","1163.41","above average"
1351,"Carrington Lime Popsicles","Carrington","843.35","1163.41","below average"
1349,"Carrington Grape Popsicles","Carrington","1653.00","1163.41","above average"
1333,"Carrington Frozen Chicken Breast","Carrington","525.45","1163.41","below average"
1341,"Carrington Frozen Cheese Pizza","Carrington","1756.05","1163.41","above average"
1344,"Carrington Frozen Carrots","Carrington","839.04","1163.41","below average"
1339,"Carrington Waffles","Carrington","749.32","1163.41","below average"
1343,"Carrington Apple Cinnamon Waffles","Carrington","1724.87","1163.41","above average"
1357,"Carrington Frozen Peas","Carrington","1590.77","1163.41","above average"
1356,"Carrington Frozen Corn","Carrington","942.40","1163.41","below average"
1332,"Carrington Orange Popsicles","Carrington","373.29","1163.41","below average"
1331,"Carrington Low Fat Waffles","Carrington","1528.92","1163.41","above average"
1354,"Carrington Frozen Cauliflower","Carrington","756.28","1163.41","below average"
1361,"Carrington Lemon Popsicles","Carrington","935.77","1163.41","below average"
1347,"Carrington Beef TV Dinner","Carrington","1063.77","1163.41","below average"
1359,"Carrington Frozen Chicken Thighs","Carrington","629.92","1163.41","below average"
1348,"Carrington Pancake Mix","Carrington","1304.16","1163.41","above average"
1338,"Carrington Fajita French Fries","Carrington","1081.14","1163.41","below average"
1358,"Carrington Popsicles","Carrington","1104.60","1163.41","below average"
1360,"Carrington Frozen Chicken Wings","Carrington","1372.14","1163.41","above average"
1335,"Carrington Low Fat French Fries","Carrington","1308.63","1163.41","above average"
1346,"Carrington Chicken TV Dinner","Carrington","1283.10","1163.41","above average"
1334,"Carrington Frozen Pancakes","Carrington","901.60","1163.41","below average"
1337,"Carrington Blueberry Waffles","Carrington","347.70","1163.41","below average"
1345,"Carrington Turkey TV Dinner","Carrington","2178.56","1163.41","above average"
1548,"CDR Low Fat Apple Butter","CDR","345.72","1089.52","below average"
1552,"CDR Apple Jelly","CDR","1433.70","1089.52","above average"
1557,"CDR Strawberry Preserves","CDR","672.00","1089.52","below average"
1554,"CDR Apple Jam","CDR","1424.94","1089.52","above average"
1533,"CDR Chunky Peanut Butter","CDR","1217.50","1089.52","above average"
1532,"CDR Sesame Oil","CDR","632.45","1089.52","below average"
1543,"CDR Canola Oil","CDR","1302.00","1089.52","above average"
1540,"CDR Vegetable Oil","CDR","1985.28","1089.52","above average"
1535,"CDR Brown Sugar","CDR","1354.88","1089.52","above average"
1541,"CDR Corn Oil","CDR","1560.55","1089.52","above average"
1545,"CDR Columbian Coffee","CDR","1165.61","1089.52","above average"
1549,"CDR Salt","CDR","825.36","1089.52","below average"
1544,"CDR Grape Preserves","CDR","662.84","1089.52","below average"
1542,"CDR Tomato Sauce","CDR","406.60","1089.52","below average"
1555,"CDR Strawberry Jam","CDR","1463.20","1089.52","above average"
1534,"CDR Hot Chocolate","CDR","1487.30","1089.52","above average"
1551,"CDR Oregano","CDR","446.60","1089.52","below average"
1539,"CDR Regular Coffee","CDR","1918.88","1089.52","above average"
1536,"CDR White Sugar","CDR","679.63","1089.52","below average"
1556,"CDR Creamy Peanut Butter","CDR","1499.90","1089.52","above average"
1546,"CDR Strawberry Jelly","CDR","315.37","1089.52","below average"
1538,"CDR Decaf Coffee","CDR","1910.80","1089.52","above average"
1553,"CDR Grape Jam","CDR","983.94","1089.52","below average"
1559,"CDR Apple Preserves","CDR","388.80","1089.52","below average"
1537,"CDR French Roast Coffee","CDR","1165.71","1089.52","above average"
1550,"CDR Apple Butter","CDR","919.48","1089.52","below average"
1558,"CDR Extra Chunky Peanut Butter","CDR","978.48","1089.52","below average"
1547,"CDR Pepper","CDR","1358.98","1089.52","above average"
253,"Choice Tasty Candy Bar","Choice","438.77","694.12","below average"
255,"Choice Malted Milk Balls","Choice","343.04","694.12","below average"
256,"Choice Semi-Sweet Chocolate Bar","Choice","1301.15","694.12","above average"
257,"Choice Bubble Gum","Choice","209.88","694.12","below average"
259,"Choice Mints","Choice","986.10","694.12","above average"
260,"Choice White Chocolate Bar","Choice","995.44","694.12","above average"
254,"Choice Mint Chocolate Bar","Choice","334.32","694.12","below average"
258,"Choice Spicy Mints","Choice","944.28","694.12","above average"
51,"Club Head Cheese","Club","635.04","1148.44","below average"
60,"Club Whole Milk","Club","1175.72","1148.44","above average"
61,"Club Strawberry Yogurt","Club","368.52","1148.44","below average"
58,"Club Chocolate Milk","Club","1145.76","1148.44","below average"
56,"Club 2% Milk","Club","328.73","1148.44","below average"
49,"Club Low Fat String Cheese","Club","1635.92","1148.44","above average"
59,"Club 1% Milk","Club","687.40","1148.44","below average"
53,"Club Sharp Cheddar Cheese","Club","1859.15","1148.44","above average"
46,"Club Jack Cheese","Club","1819.76","1148.44","above average"
44,"Club Low Fat Sour Cream","Club","1573.41","1148.44","above average"
54,"Club Mild Cheddar Cheese","Club","1573.41","1148.44","above average"
48,"Club String Cheese","Club","1017.08","1148.44","below average"
50,"Club Havarti Cheese","Club","1884.15","1148.44","above average"
52,"Club Cheese Spread","Club","1104.53","1148.44","below average"
43,"Club Low Fat Cottage Cheese","Club","858.38","1148.44","below average"
45,"Club Sour Cream","Club","270.30","1148.44","below average"
62,"Club Blueberry Yogurt","Club","1974.94","1148.44","above average"
57,"Club Buttermilk","Club","305.61","1148.44","below average"
55,"Club Large Curd Cottage Cheese","Club","1484.00","1148.44","above average"
47,"Club Muenster Cheese","Club","1267.01","1148.44","above average"
592,"Colony Blueberry Muffins","Colony","1153.20","1052.22","above average"
586,"Colony White Bread","Colony","719.94","1052.22","below average"
591,"Colony Bagels","Colony","544.05","1052.22","below average"
590,"Colony Muffins","Colony","1005.53","1052.22","below average"
587,"Colony Rye Bread","Colony","1713.48","1052.22","above average"
589,"Colony Cranberry Muffins","Colony","1375.35","1052.22","above average"
588,"Colony English Muffins","Colony","788.48","1052.22","below average"
593,"Colony Wheat Bread","Colony","1060.29","1052.22","above average"
585,"Colony Pumpernickel Bread","Colony","1109.62","1052.22","above average"
1202,"Colossal Thai Rice","Colossal","1977.88","1409.74","above average"
1203,"Colossal Rice Medly","Colossal","734.38","1409.74","below average"
1201,"Colossal Spaghetti","Colossal","1775.99","1409.74","above average"
1199,"Colossal Ravioli","Colossal","1451.52","1409.74","above average"
1200,"Colossal Manicotti","Colossal","1108.91","1409.74","below average"
737,"Consolidated Whitening Toothpast","Consolidated","688.64","1024.06","below average"
742,"Consolidated Angled Toothbrush","Consolidated","1279.46","1024.06","above average"
751,"Consolidated Childrens Cold Remedy","Consolidated","1370.94","1024.06","above average"
747,"Consolidated 200 MG Acetominifen","Consolidated","935.13","1024.06","below average"
753,"Consolidated Mint Mouthwash","Consolidated","1086.75","1024.06","above average"
752,"Consolidated Laundry Detergent","Consolidated","400.35","1024.06","below average"
748,"Consolidated HCL Nasal Spray","Consolidated","1122.00","1024.06","above average"
741,"Consolidated Extra Moisture Shampoo","Consolidated","333.61","1024.06","below average"
738,"Consolidated Toothpaste","Consolidated","965.70","1024.06","below average"
750,"Consolidated Multi-Symptom Cold Remedy","Consolidated","1058.85","1024.06","above average"
749,"Consolidated Dishwasher Detergent","Consolidated","1305.63","1024.06","above average"
735,"Consolidated Silky Smooth Hair Conditioner","Consolidated","873.18","1024.06","below average"
740,"Consolidated Conditioning Shampoo","Consolidated","1051.98","1024.06","above average"
739,"Consolidated Deodorant","Consolidated","1187.62","1024.06","above average"
736,"Consolidated Tartar Control Toothpaste","Consolidated","905.25","1024.06","below average"
743,"Consolidated Apricot Shampoo","Consolidated","422.40","1024.06","below average"
744,"Consolidated Childrens Aspirin","Consolidated","1927.63","1024.06","above average"
745,"Consolidated Buffered Aspirin","Consolidated","456.45","1024.06","below average"
746,"Consolidated 200 MG Ibuprofen","Consolidated","2085.52","1024.06","above average"
767,"Cormorant 25 Watt Lightbulb","Cormorant","814.90","1143.12","below average"
773,"Cormorant Toilet Paper","Cormorant","389.79","1143.12","below average"
771,"Cormorant Soft Napkins","Cormorant","558.88","1143.12","below average"
763,"Cormorant 75 Watt Lightbulb","Cormorant","1313.25","1143.12","above average"
770,"Cormorant Paper Towels","Cormorant","852.78","1143.12","below average"
772,"Cormorant Scented Tissue","Cormorant","1129.08","1143.12","below average"
779,"Cormorant Bees Wax Candles","Cormorant","990.07","1143.12","below average"
777,"Cormorant Frying Pan","Cormorant","1979.04","1143.12","above average"
761,"Cormorant Paper Plates","Cormorant","948.60","1143.12","below average"
782,"Cormorant Economy Toilet Brush","Cormorant","1123.20","1143.12","below average"
754,"Cormorant 60 Watt Lightbulb","Cormorant","1444.34","1143.12","above average"
768,"Cormorant AA-Size Batteries","Cormorant","1335.84","1143.12","above average"
784,"Cormorant Large Sponge","Cormorant","264.16","1143.12","below average"
766,"Cormorant Glass Cleaner","Cormorant","277.76","1143.12","below average"
